sort,WKT,Layer,SubClasses,ExtendedEn,Linetype,EntityHand,Text,Z,Extracted_,Difference,
0.107628564,POINT Z (1528171.77 3799277.87 4421),DTM_POINT,AcDbEntity:AcDbPoint,,,1044,,1347.10838,1347.523495,-0.4151148,<Geometry>POINT Z (1528171.77 3799277.87 4421)</Geometry>
0.108096103,POINT Z (1528401.79 3799253.41 4421.47),DTM_POINT,AcDbEntity:AcDbPoint,,,AC3,,1347.231913,1347.666751,-0.4348379,<Geometry>POINT Z (1528401.79 3799253.41 4421.47)</Geometry>
0.109124486,POINT Z (1528398.2 3799317.68 4422.22),DTM_POINT,AcDbEntity:AcDbPoint,,,740,,1347.285479,1347.895352,-0.60987275,<Geometry>POINT Z (1528398.2 3799317.68 4422.22)</Geometry>
0.109954844,POINT Z (1528326.18 3799316.86 4422.26),DTM_POINT,AcDbEntity:AcDbPoint,,,660,,1347.237337,1347.907544,-0.67020721,<Geometry>POINT Z (1528326.18 3799316.86 4422.26)</Geometry>
0.110121671,POINT Z (1527787.11 3799202.71 4419.47),DTM_POINT,AcDbEntity:AcDbPoint,,,13B7,,1346.7319,1347.05715,-0.32525047,<Geometry>POINT Z (1527787.11 3799202.71 4419.47)</Geometry>
0.110854803,POINT Z (1527978.81 3799228.48 4420.53),DTM_POINT,AcDbEntity:AcDbPoint,,,13EC,,1346.880249,1347.380239,-0.49998979,<Geometry>POINT Z (1527978.81 3799228.48 4420.53)</Geometry>
0.110973565,POINT Z (1527907.55 3799317.31 4421.24),DTM_POINT,AcDbEntity:AcDbPoint,,,1704,,1346.887964,1347.596647,-0.70868318,<Geometry>POINT Z (1527907.55 3799317.31 4421.24)</Geometry>
0.111070899,POINT Z (1528763.51 3799202.84 4422.27),DTM_POINT,AcDbEntity:AcDbPoint,,,C21,,1347.54018,1347.910592,-0.37041219,<Geometry>POINT Z (1528763.51 3799202.84 4422.27)</Geometry>
0.111158935,POINT Z (1528297.7 3799254.72 4421.21),DTM_POINT,AcDbEntity:AcDbPoint,,,B47,,1347.232467,1347.587503,-0.35503636,<Geometry>POINT Z (1528297.7 3799254.72 4421.21)</Geometry>
0.111449309,POINT Z (1528307.61 3799251.18 4421.21),DTM_POINT,AcDbEntity:AcDbPoint,,,B7A,,1347.237861,1347.587503,-0.34964253,<Geometry>POINT Z (1528307.61 3799251.18 4421.21)</Geometry>
0.111466394,POINT Z (1528070.23 3799223.0 4421.45),DTM_POINT,AcDbEntity:AcDbPoint,,,E15,,1346.962966,1347.660655,-0.6976897,<Geometry>POINT Z (1528070.23 3799223.0 4421.45)</Geometry>
0.111712569,POINT Z (1528129.02 3799233.97 4422.22),DTM_POINT,AcDbEntity:AcDbPoint,,,F69,,1347.030985,1347.895352,-0.864367,<Geometry>POINT Z (1528129.02 3799233.97 4422.22)</Geometry>
0.111856298,POINT Z (1527731.55 3799291.51 4420.69),DTM_POINT,AcDbEntity:AcDbPoint,,,16C5,,1346.730891,1347.429007,-0.69811563,<Geometry>POINT Z (1527731.55 3799291.51 4420.69)</Geometry>
0.112375331,POINT Z (1528196.3 3799288.54 4421.28),DTM_POINT,AcDbEntity:AcDbPoint,,,9A0,,1347.135602,1347.608839,-0.4732376,<Geometry>POINT Z (1528196.3 3799288.54 4421.28)</Geometry>
0.11255287,POINT Z (1528393.66 3799267.7 4421.59),DTM_POINT,AcDbEntity:AcDbPoint,,,9F5,,1347.232629,1347.703327,-0.47069826,<Geometry>POINT Z (1528393.66 3799267.7 4421.59)</Geometry>
0.112680831,POINT Z (1527727.1 3799312.22 4420.85),DTM_POINT,AcDbEntity:AcDbPoint,,,1768,,1346.736584,1347.477775,-0.74119067,<Geometry>POINT Z (1527727.1 3799312.22 4420.85)</Geometry>
0.113344195,POINT Z (1528732.08 3799237.07 4422.13),DTM_POINT,AcDbEntity:AcDbPoint,,,25E,,1347.465556,1347.86792,-0.4023634,<Geometry>POINT Z (1528732.08 3799237.07 4422.13)</Geometry>
0.113360737,POINT Z (1528509.39 3799228.26 4421.6),DTM_POINT,AcDbEntity:AcDbPoint,,,1.00E+03,,1347.33615,1347.706375,-0.37022549,<Geometry>POINT Z (1528509.39 3799228.26 4421.6)</Geometry>
0.113891562,POINT Z (1527872.03 3799212.46 4420.35),DTM_POINT,AcDbEntity:AcDbPoint,,,13C2,,1346.832306,1347.325375,-0.49306821,<Geometry>POINT Z (1527872.03 3799212.46 4420.35)</Geometry>
0.114086636,POINT Z (1528131.92 3799273.53 4421.84),DTM_POINT,AcDbEntity:AcDbPoint,,,AE9,,1347.037161,1347.779528,-0.7423667,<Geometry>POINT Z (1528131.92 3799273.53 4421.84)</Geometry>
0.114291574,POINT Z (1528544.31 3799293.74 4421.79),DTM_POINT,AcDbEntity:AcDbPoint,,,7D1,,1347.332067,1347.764288,-0.43222053,<Geometry>POINT Z (1528544.31 3799293.74 4421.79)</Geometry>
0.114632464,POINT Z (1528737.78 3799277.41 4422.54),DTM_POINT,AcDbEntity:AcDbPoint,,,7F4,,1347.437828,1347.992888,-0.55506044,<Geometry>POINT Z (1528737.78 3799277.41 4422.54)</Geometry>
0.114671233,POINT Z (1528611.62 3799312.91 4422.06),DTM_POINT,AcDbEntity:AcDbPoint,,,6.00E+09,,1347.429225,1347.846584,-0.41735877,<Geometry>POINT Z (1528611.62 3799312.91 4422.06)</Geometry>
0.114725967,POINT Z (1527777.28 3799234.07 4420.45),DTM_POINT,AcDbEntity:AcDbPoint,,,14DA,,1346.727638,1347.355855,-0.62821624,<Geometry>POINT Z (1527777.28 3799234.07 4420.45)</Geometry>
0.114805425,POINT Z (1527692.59 3799242.44 4419.88),DTM_POINT,AcDbEntity:AcDbPoint,,,156C,,1346.727798,1347.182118,-0.45432018,<Geometry>POINT Z (1527692.59 3799242.44 4419.88)</Geometry>
0.114936998,POINT Z (1528583.89 3799272.89 4421.93),DTM_POINT,AcDbEntity:AcDbPoint,,,3F7,,1347.361672,1347.80696,-0.44528809,<Geometry>POINT Z (1528583.89 3799272.89 4421.93)</Geometry>
0.115196512,POINT Z (1527969.07 3799241.73 4420.68),DTM_POINT,AcDbEntity:AcDbPoint,,,1471,,1346.883418,1347.425959,-0.54254075,<Geometry>POINT Z (1527969.07 3799241.73 4420.68)</Geometry>
0.115206993,POINT Z (1528706.28 3799299.26 4422.5),DTM_POINT,AcDbEntity:AcDbPoint,,,72F,,1347.430756,1347.980696,-0.54994009,<Geometry>POINT Z (1528706.28 3799299.26 4422.5)</Geometry>
0.115558071,POINT Z (1527756.63 3799313.97 4421.01),DTM_POINT,AcDbEntity:AcDbPoint,,,175F,,1346.771324,1347.526543,-0.75521904,<Geometry>POINT Z (1527756.63 3799313.97 4421.01)</Geometry>
0.115895083,POINT Z (1527856.89 3799203.71 4420.34),DTM_POINT,AcDbEntity:AcDbPoint,,,139B,,1346.809852,1347.322327,-0.51247438,<Geometry>POINT Z (1527856.89 3799203.71 4420.34)</Geometry>
0.11637629,POINT Z (1528722.17 3799278.4 4422.55),DTM_POINT,AcDbEntity:AcDbPoint,,,445,,1347.430825,1347.995936,-0.56511094,<Geometry>POINT Z (1528722.17 3799278.4 4422.55)</Geometry>
0.116677489,POINT Z (1528192.28 3799297.6 4421.22),DTM_POINT,AcDbEntity:AcDbPoint,,,909,,1347.135872,1347.590551,-0.45467884,<Geometry>POINT Z (1528192.28 3799297.6 4421.22)</Geometry>
0.116782711,POINT Z (1527780.82 3799212.24 4419.85),DTM_POINT,AcDbEntity:AcDbPoint,,,140F,,1346.733045,1347.172974,-0.43992901,<Geometry>POINT Z (1527780.82 3799212.24 4419.85)</Geometry>
0.117002792,POINT Z (1528197.64 3799234.87 4420.61),DTM_POINT,AcDbEntity:AcDbPoint,,,D15,,1347.137801,1347.404623,-0.26682138,<Geometry>POINT Z (1528197.64 3799234.87 4420.61)</Geometry>
0.117387397,POINT Z (1527980.75 3799239.19 4420.67),DTM_POINT,AcDbEntity:AcDbPoint,,,12DF,,1346.899832,1347.422911,-0.52307894,<Geometry>POINT Z (1527980.75 3799239.19 4420.67)</Geometry>
0.117754927,POINT Z (1528706.82 3799207.45 4421.88),DTM_POINT,AcDbEntity:AcDbPoint,,,C22,,1347.444253,1347.79172,-0.34746695,<Geometry>POINT Z (1528706.82 3799207.45 4421.88)</Geometry>
0.118054034,POINT Z (1527828.08 3799223.81 4420.45),DTM_POINT,AcDbEntity:AcDbPoint,,,144B,,1346.796709,1347.355855,-0.55914565,<Geometry>POINT Z (1527828.08 3799223.81 4420.45)</Geometry>
0.118118927,POINT Z (1528399.47 3799268.47 4421.58),DTM_POINT,AcDbEntity:AcDbPoint,,,9.00E+01,,1347.234709,1347.700279,-0.46557077,<Geometry>POINT Z (1528399.47 3799268.47 4421.58)</Geometry>
0.118217202,POINT Z (1527761.03 3799297.34 4421.04),DTM_POINT,AcDbEntity:AcDbPoint,,,16DA,,1346.757251,1347.535687,-0.7784362,<Geometry>POINT Z (1527761.03 3799297.34 4421.04)</Geometry>
0.11827788,POINT Z (1528640.13 3799242.7 4421.93),DTM_POINT,AcDbEntity:AcDbPoint,,,A47,,1347.441438,1347.80696,-0.36552199,<Geometry>POINT Z (1528640.13 3799242.7 4421.93)</Geometry>
0.118407673,POINT Z (1527789.72 3799225.59 4420.12),DTM_POINT,AcDbEntity:AcDbPoint,,,1484,,1346.740353,1347.255271,-0.51491767,<Geometry>POINT Z (1527789.72 3799225.59 4420.12)</Geometry>
0.118421993,POINT Z (1528783.01 3799292.25 4423.57),DTM_POINT,AcDbEntity:AcDbPoint,,,4.00E+07,,1347.536419,1348.306833,-0.77041326,<Geometry>POINT Z (1528783.01 3799292.25 4423.57)</Geometry>
0.118433107,POINT Z (1528086.93 3799277.82 4423.07),DTM_POINT,AcDbEntity:AcDbPoint,,,1070,,1347.028243,1348.154432,-1.12618955,<Geometry>POINT Z (1528086.93 3799277.82 4423.07)</Geometry>
0.118653447,POINT Z (1528424.47 3799237.18 4420.73),DTM_POINT,AcDbEntity:AcDbPoint,,,BBB,,1347.276829,1347.441199,-0.16437021,<Geometry>POINT Z (1528424.47 3799237.18 4420.73)</Geometry>
0.1190071,POINT Z (1528152.99 3799247.63 4420.72),DTM_POINT,AcDbEntity:AcDbPoint,,,C89,,1347.050782,1347.438151,-0.38736875,<Geometry>POINT Z (1528152.99 3799247.63 4420.72)</Geometry>
0.119246745,POINT Z (1528718.44 3799319.7 4424.42),DTM_POINT,AcDbEntity:AcDbPoint,,,69D,,1347.443913,1348.565913,-1.12200007,<Geometry>POINT Z (1528718.44 3799319.7 4424.42)</Geometry>
0.119248148,POINT Z (1528052.88 3799216.53 4420.62),DTM_POINT,AcDbEntity:AcDbPoint,,,E4F,,1346.939744,1347.407671,-0.46792694,<Geometry>POINT Z (1528052.88 3799216.53 4420.62)</Geometry>
0.119254222,POINT Z (1528248.06 3799312.85 4421.72),DTM_POINT,AcDbEntity:AcDbPoint,,,7.00E+04,,1347.149424,1347.742951,-0.59352778,<Geometry>POINT Z (1528248.06 3799312.85 4421.72)</Geometry>
0.119260981,POINT Z (1528073.03 3799239.64 4421.37),DTM_POINT,AcDbEntity:AcDbPoint,,,FA1,,1346.985089,1347.636271,-0.65118275,<Geometry>POINT Z (1528073.03 3799239.64 4421.37)</Geometry>
0.119321354,POINT Z (1527783.58 3799270.99 4420.8),DTM_POINT,AcDbEntity:AcDbPoint,,,15F7,,1346.799984,1347.462535,-0.66255058,<Geometry>POINT Z (1527783.58 3799270.99 4420.8)</Geometry>
0.119373592,POINT Z (1527792.43 3799273.12 4420.86),DTM_POINT,AcDbEntity:AcDbPoint,,,1600,,1346.816981,1347.480823,-0.66384217,<Geometry>POINT Z (1527792.43 3799273.12 4420.86)</Geometry>
0.119391564,POINT Z (1527816.83 3799288.47 4420.99),DTM_POINT,AcDbEntity:AcDbPoint,,,165E,,1346.838829,1347.520447,-0.68161835,<Geometry>POINT Z (1527816.83 3799288.47 4420.99)</Geometry>
0.119431234,POINT Z (1528281.18 3799298.1 4421.87),DTM_POINT,AcDbEntity:AcDbPoint,,,55B,,1347.227916,1347.788672,-0.56075525,<Geometry>POINT Z (1528281.18 3799298.1 4421.87)</Geometry>
0.119434721,POINT Z (1528477.88 3799304.64 4421.76),DTM_POINT,AcDbEntity:AcDbPoint,,,78F,,1347.337344,1347.755144,-0.41779988,<Geometry>POINT Z (1528477.88 3799304.64 4421.76)</Geometry>
0.119803356,POINT Z (1528432.62 3799221.73 4421.25),DTM_POINT,AcDbEntity:AcDbPoint,,,1A4,,1347.296241,1347.599695,-0.30345458,<Geometry>POINT Z (1528432.62 3799221.73 4421.25)</Geometry>
0.119823623,POINT Z (1527923.07 3799300.56 4420.93),DTM_POINT,AcDbEntity:AcDbPoint,,,1670,,1346.915115,1347.502159,-0.58704439,<Geometry>POINT Z (1527923.07 3799300.56 4420.93)</Geometry>
0.120155666,POINT Z (1528574.31 3799223.96 4421.18),DTM_POINT,AcDbEntity:AcDbPoint,,,BC9,,1347.35227,1347.578359,-0.22608928,<Geometry>POINT Z (1528574.31 3799223.96 4421.18)</Geometry>
0.120431847,POINT Z (1527985.59 3799212.16 4420.34),DTM_POINT,AcDbEntity:AcDbPoint,,,1336,,1346.865942,1347.322327,-0.45638439,<Geometry>POINT Z (1527985.59 3799212.16 4420.34)</Geometry>
0.120871687,POINT Z (1527789.15 3799319.88 4421.42),DTM_POINT,AcDbEntity:AcDbPoint,,,1771,,1346.829765,1347.651511,-0.82174652,<Geometry>POINT Z (1527789.15 3799319.88 4421.42)</Geometry>
0.121030428,POINT Z (1527787.56 3799284.0 4420.93),DTM_POINT,AcDbEntity:AcDbPoint,,,1654,,1346.8114,1347.502159,-0.69075866,<Geometry>POINT Z (1527787.56 3799284.0 4420.93)</Geometry>
0.121133178,POINT Z (1527837.92 3799297.77 4421.02),DTM_POINT,AcDbEntity:AcDbPoint,,,169C,,1346.836614,1347.529591,-0.69297661,<Geometry>POINT Z (1527837.92 3799297.77 4421.02)</Geometry>
0.121182307,POINT Z (1528106.95 3799246.54 4423.57),DTM_POINT,AcDbEntity:AcDbPoint,,,FBD,,1347.033644,1348.306833,-1.27318817,<Geometry>POINT Z (1528106.95 3799246.54 4423.57)</Geometry>
0.121188799,POINT Z (1528798.48 3799237.18 4422.81),DTM_POINT,AcDbEntity:AcDbPoint,,,264,,1347.538636,1348.075184,-0.53654847,<Geometry>POINT Z (1528798.48 3799237.18 4422.81)</Geometry>
0.121229829,POINT Z (1528126.08 3799302.45 4420.77),DTM_POINT,AcDbEntity:AcDbPoint,,,90E,,1347.059722,1347.453391,-0.39366861,<Geometry>POINT Z (1528126.08 3799302.45 4420.77)</Geometry>
0.121283363,POINT Z (1528092.12 3799233.96 4423.33),DTM_POINT,AcDbEntity:AcDbPoint,,,D91,,1347.011559,1348.23368,-1.22212098,<Geometry>POINT Z (1528092.12 3799233.96 4423.33)</Geometry>
0.121484517,POINT Z (1528648.59 3799216.23 4421.59),DTM_POINT,AcDbEntity:AcDbPoint,,,158,,1347.43844,1347.703327,-0.2648877,<Geometry>POINT Z (1528648.59 3799216.23 4421.59)</Geometry>
0.121562263,POINT Z (1528021.78 3799243.11 4420.66),DTM_POINT,AcDbEntity:AcDbPoint,,,FD0,,1346.93134,1347.419863,-0.48852293,<Geometry>POINT Z (1528021.78 3799243.11 4420.66)</Geometry>
0.121616076,POINT Z (1528063.44 3799283.89 4420.37),DTM_POINT,AcDbEntity:AcDbPoint,,,1098,,1346.997089,1347.331471,-0.33438188,<Geometry>POINT Z (1528063.44 3799283.89 4420.37)</Geometry>
0.121693579,POINT Z (1527801.56 3799262.99 4420.78),DTM_POINT,AcDbEntity:AcDbPoint,,,15B5,,1346.820337,1347.456439,-0.63610186,<Geometry>POINT Z (1527801.56 3799262.99 4420.78)</Geometry>
0.121902317,POINT Z (1527991.71 3799273.77 4420.87),DTM_POINT,AcDbEntity:AcDbPoint,,,1578,,1346.937336,1347.483871,-0.54653488,<Geometry>POINT Z (1527991.71 3799273.77 4420.87)</Geometry>
0.122399392,POINT Z (1528757.55 3799298.48 4424.51),DTM_POINT,AcDbEntity:AcDbPoint,,,547,,1347.488817,1348.593345,-1.10452776,<Geometry>POINT Z (1528757.55 3799298.48 4424.51)</Geometry>
0.122481548,POINT Z (1528069.81 3799251.54 4420.77),DTM_POINT,AcDbEntity:AcDbPoint,,,FF2,,1346.983805,1347.453391,-0.4695863,<Geometry>POINT Z (1528069.81 3799251.54 4420.77)</Geometry>
0.122809196,POINT Z (1528002.18 3799241.81 4420.58),DTM_POINT,AcDbEntity:AcDbPoint,,,D8F,,1346.930459,1347.395479,-0.46501981,<Geometry>POINT Z (1528002.18 3799241.81 4420.58)</Geometry>
0.123228315,POINT Z (1527887.13 3799232.45 4420.42),DTM_POINT,AcDbEntity:AcDbPoint,,,1469,,1346.837778,1347.346711,-0.50893222,<Geometry>POINT Z (1527887.13 3799232.45 4420.42)</Geometry>
0.123491202,POINT Z (1528521.11 3799262.97 4421.64),DTM_POINT,AcDbEntity:AcDbPoint,,,395,,1347.335059,1347.718567,-0.38350865,<Geometry>POINT Z (1528521.11 3799262.97 4421.64)</Geometry>
0.123532416,POINT Z (1527738.53 3799227.57 4420.18),DTM_POINT,AcDbEntity:AcDbPoint,,,14C5,,1346.737278,1347.273559,-0.53628047,<Geometry>POINT Z (1527738.53 3799227.57 4420.18)</Geometry>
0.123585288,POINT Z (1528313.53 3799203.01 4420.73),DTM_POINT,AcDbEntity:AcDbPoint,,,BF,,1347.222679,1347.441199,-0.21852015,<Geometry>POINT Z (1528313.53 3799203.01 4420.73)</Geometry>
0.12361871,POINT Z (1528031.76 3799228.97 4420.55),DTM_POINT,AcDbEntity:AcDbPoint,,,DF3,,1346.935973,1347.386335,-0.45036162,<Geometry>POINT Z (1528031.76 3799228.97 4420.55)</Geometry>
0.123866261,POINT Z (1527913.75 3799317.6 4421.24),DTM_POINT,AcDbEntity:AcDbPoint,,,117D,,1346.901889,1347.596647,-0.69475854,<Geometry>POINT Z (1527913.75 3799317.6 4421.24)</Geometry>
0.124755999,POINT Z (1527788.11 3799277.04 4420.82),DTM_POINT,AcDbEntity:AcDbPoint,,,1620,,1346.810237,1347.468631,-0.6583941,<Geometry>POINT Z (1527788.11 3799277.04 4420.82)</Geometry>
0.124875273,POINT Z (1528252.82 3799266.5 4421.36),DTM_POINT,AcDbEntity:AcDbPoint,,,FDC,,1347.158082,1347.633223,-0.47514159,<Geometry>POINT Z (1528252.82 3799266.5 4421.36)</Geometry>
0.125942544,POINT Z (1527996.71 3799291.71 4420.95),DTM_POINT,AcDbEntity:AcDbPoint,,,11D9,,1346.933624,1347.508255,-0.57463061,<Geometry>POINT Z (1527996.71 3799291.71 4420.95)</Geometry>
0.126195124,POINT Z (1528736.36 3799258.31 4422.37),DTM_POINT,AcDbEntity:AcDbPoint,,,332,,1347.441535,1347.941072,-0.49953717,<Geometry>POINT Z (1528736.36 3799258.31 4422.37)</Geometry>
0.12636847,POINT Z (1528763.86 3799272.33 4422.85),DTM_POINT,AcDbEntity:AcDbPoint,,,81B,,1347.500694,1348.087376,-0.5866823,<Geometry>POINT Z (1528763.86 3799272.33 4422.85)</Geometry>
0.126691192,POINT Z (1527757.14 3799265.61 4420.76),DTM_POINT,AcDbEntity:AcDbPoint,,,1.50E+10,,1346.747418,1347.450343,-0.70292459,<Geometry>POINT Z (1527757.14 3799265.61 4420.76)</Geometry>
0.126691718,POINT Z (1528797.72 3799301.78 4421.89),DTM_POINT,AcDbEntity:AcDbPoint,,,560,,1347.536988,1347.794768,-0.25777971,<Geometry>POINT Z (1528797.72 3799301.78 4421.89)</Geometry>
0.126740177,POINT Z (1527867.39 3799202.28 4420.32),DTM_POINT,AcDbEntity:AcDbPoint,,,1377,,1346.822826,1347.316231,-0.49340477,<Geometry>POINT Z (1527867.39 3799202.28 4420.32)</Geometry>
0.126832353,POINT Z (1528056.9 3799257.46 4420.81),DTM_POINT,AcDbEntity:AcDbPoint,,,C6A,,1346.952474,1347.465583,-0.51310927,<Geometry>POINT Z (1528056.9 3799257.46 4420.81)</Geometry>
0.127026334,POINT Z (1528197.88 3799263.48 4421.02),DTM_POINT,AcDbEntity:AcDbPoint,,,FE8,,1347.135917,1347.529591,-0.39367377,<Geometry>POINT Z (1528197.88 3799263.48 4421.02)</Geometry>
0.127342064,POINT Z (1528595.58 3799318.26 4422.07),DTM_POINT,AcDbEntity:AcDbPoint,,,64B,,1347.390467,1347.849632,-0.45916424,<Geometry>POINT Z (1528595.58 3799318.26 4422.07)</Geometry>
0.12736984,POINT Z (1528316.55 3799316.81 4422.24),DTM_POINT,AcDbEntity:AcDbPoint,,,662,,1347.239976,1347.901448,-0.66147214,<Geometry>POINT Z (1528316.55 3799316.81 4422.24)</Geometry>
0.127540234,POINT Z (1528312.67 3799289.01 4421.91),DTM_POINT,AcDbEntity:AcDbPoint,,,4D6,,1347.241201,1347.800864,-0.55966274,<Geometry>POINT Z (1528312.67 3799289.01 4421.91)</Geometry>
0.127572944,POINT Z (1528562.25 3799318.08 4421.88),DTM_POINT,AcDbEntity:AcDbPoint,,,650,,1347.330975,1347.79172,-0.46074465,<Geometry>POINT Z (1528562.25 3799318.08 4421.88)</Geometry>
0.127673331,POINT Z (1528594.19 3799259.46 4421.92),DTM_POINT,AcDbEntity:AcDbPoint,,,987,,1347.387858,1347.803912,-0.41605396,<Geometry>POINT Z (1528594.19 3799259.46 4421.92)</Geometry>
0.127949492,POINT Z (1528478.16 3799213.2 4421.59),DTM_POINT,AcDbEntity:AcDbPoint,,,13E,,1347.339575,1347.703327,-0.36375205,<Geometry>POINT Z (1528478.16 3799213.2 4421.59)</Geometry>
0.128440853,POINT Z (1528470.46 3799319.22 4421.92),DTM_POINT,AcDbEntity:AcDbPoint,,,6FF,,1347.337074,1347.803912,-0.46683783,<Geometry>POINT Z (1528470.46 3799319.22 4421.92)</Geometry>
0.128470175,POINT Z (1528760.99 3799267.67 4422.52),DTM_POINT,AcDbEntity:AcDbPoint,,,3CA,,1347.49516,1347.986792,-0.4916317,<Geometry>POINT Z (1528760.99 3799267.67 4422.52)</Geometry>
0.12847382,POINT Z (1528633.32 3799208.72 4421.36),DTM_POINT,AcDbEntity:AcDbPoint,,,11E,,1347.440539,1347.633223,-0.19268423,<Geometry>POINT Z (1528633.32 3799208.72 4421.36)</Geometry>
0.128615631,POINT Z (1528192.66 3799293.37 4421.21),DTM_POINT,AcDbEntity:AcDbPoint,,,946,,1347.135253,1347.587503,-0.45225042,<Geometry>POINT Z (1528192.66 3799293.37 4421.21)</Geometry>
0.128623539,POINT Z (1528409.78 3799243.34 4420.94),DTM_POINT,AcDbEntity:AcDbPoint,,,293,,1347.240929,1347.505207,-0.26427835,<Geometry>POINT Z (1528409.78 3799243.34 4420.94)</Geometry>
0.128648306,POINT Z (1528382.77 3799253.75 4421.45),DTM_POINT,AcDbEntity:AcDbPoint,,,ADA,,1347.230087,1347.660655,-0.43056803,<Geometry>POINT Z (1528382.77 3799253.75 4421.45)</Geometry>
0.128719123,POINT Z (1528636.74 3799263.4 4421.81),DTM_POINT,AcDbEntity:AcDbPoint,,,399,,1347.441906,1347.770384,-0.32847738,<Geometry>POINT Z (1528636.74 3799263.4 4421.81)</Geometry>
0.12875345,POINT Z (1527751.32 3799221.75 4420.29),DTM_POINT,AcDbEntity:AcDbPoint,,,1482,,1346.735125,1347.307087,-0.57196163,<Geometry>POINT Z (1527751.32 3799221.75 4420.29)</Geometry>
0.129147483,POINT Z (1527982.3 3799241.96 4420.65),DTM_POINT,AcDbEntity:AcDbPoint,,,146F,,1346.905546,1347.416815,-0.51126901,<Geometry>POINT Z (1527982.3 3799241.96 4420.65)</Geometry>
0.12923285,POINT Z (1527889.01 3799251.75 4420.64),DTM_POINT,AcDbEntity:AcDbPoint,,,12CC,,1346.833715,1347.413767,-0.58005175,<Geometry>POINT Z (1527889.01 3799251.75 4420.64)</Geometry>
0.129497989,POINT Z (1528297.46 3799232.81 4420.92),DTM_POINT,AcDbEntity:AcDbPoint,,,218,,1347.219047,1347.499111,-0.28006406,<Geometry>POINT Z (1528297.46 3799232.81 4420.92)</Geometry>
0.12950448,POINT Z (1528397.66 3799262.59 4421.53),DTM_POINT,AcDbEntity:AcDbPoint,,,A3A,,1347.230408,1347.685039,-0.45463137,<Geometry>POINT Z (1528397.66 3799262.59 4421.53)</Geometry>
0.129574756,POINT Z (1528534.42 3799228.15 4420.97),DTM_POINT,AcDbEntity:AcDbPoint,,,1.00E+02,,1347.333797,1347.514351,-0.18055447,<Geometry>POINT Z (1528534.42 3799228.15 4420.97)</Geometry>
0.129840674,POINT Z (1528402.83 3799217.12 4421.21),DTM_POINT,AcDbEntity:AcDbPoint,,,D1A,,1347.234976,1347.587503,-0.35252714,<Geometry>POINT Z (1528402.83 3799217.12 4421.21)</Geometry>
0.129941348,POINT Z (1528391.72 3799262.49 4421.52),DTM_POINT,AcDbEntity:AcDbPoint,,,38D,,1347.230118,1347.681991,-0.45187309,<Geometry>POINT Z (1528391.72 3799262.49 4421.52)</Geometry>
0.130098555,POINT Z (1528377.75 3799280.95 4422.15),DTM_POINT,AcDbEntity:AcDbPoint,,,933,,1347.235518,1347.874016,-0.6384973,<Geometry>POINT Z (1528377.75 3799280.95 4422.15)</Geometry>
0.130298672,POINT Z (1528742.04 3799237.08 4422.11),DTM_POINT,AcDbEntity:AcDbPoint,,,25F,,1347.481841,1347.861824,-0.37998298,<Geometry>POINT Z (1528742.04 3799237.08 4422.11)</Geometry>
0.130573561,POINT Z (1527899.48 3799217.92 4420.23),DTM_POINT,AcDbEntity:AcDbPoint,,,13D9,,1346.838125,1347.288799,-0.4506732,<Geometry>POINT Z (1527899.48 3799217.92 4420.23)</Geometry>
0.130661157,POINT Z (1528193.75 3799263.01 4420.96),DTM_POINT,AcDbEntity:AcDbPoint,,,B4D,,1347.132393,1347.511303,-0.37890973,<Geometry>POINT Z (1528193.75 3799263.01 4420.96)</Geometry>
0.130666792,POINT Z (1528036.78 3799257.28 4420.76),DTM_POINT,AcDbEntity:AcDbPoint,,,C8E,,1346.933181,1347.450343,-0.51716189,<Geometry>POINT Z (1528036.78 3799257.28 4420.76)</Geometry>
0.130775662,POINT Z (1527933.3 3799308.28 4420.97),DTM_POINT,AcDbEntity:AcDbPoint,,,119D,,1346.930738,1347.514351,-0.58361307,<Geometry>POINT Z (1527933.3 3799308.28 4420.97)</Geometry>
0.130791755,POINT Z (1528538.03 3799221.65 4420.9),DTM_POINT,AcDbEntity:AcDbPoint,,,1A9,,1347.333744,1347.493015,-0.15927147,<Geometry>POINT Z (1528538.03 3799221.65 4420.9)</Geometry>
0.130877459,POINT Z (1528541.31 3799213.41 4421.66),DTM_POINT,AcDbEntity:AcDbPoint,,,CA6,,1347.335765,1347.724663,-0.38889836,<Geometry>POINT Z (1528541.31 3799213.41 4421.66)</Geometry>
0.130999861,POINT Z (1528588.13 3799319.35 4422.12),DTM_POINT,AcDbEntity:AcDbPoint,,,67E,,1347.370116,1347.864872,-0.49475608,<Geometry>POINT Z (1528588.13 3799319.35 4422.12)</Geometry>
0.131070172,POINT Z (1528431.64 3799228.28 4421.14),DTM_POINT,AcDbEntity:AcDbPoint,,,C49,,1347.294333,1347.566167,-0.27183427,<Geometry>POINT Z (1528431.64 3799228.28 4421.14)</Geometry>
0.131138894,POINT Z (1528577.22 3799248.24 4421.71),DTM_POINT,AcDbEntity:AcDbPoint,,,2.00E+01,,1347.350695,1347.739903,-0.38920831,<Geometry>POINT Z (1528577.22 3799248.24 4421.71)</Geometry>
